"Variable","Domain","MissingRate"
"AHRF_HOSP_BEDS_LT_RATE_countylevel","5. healthcare context",0.00278055833611389
"AHRF_HOSP_BED_RATE_countylevel","5. healthcare context",0.00278055833611389
"AHRF_HOSP_MOBILE_RATE_countylevel","5. healthcare context",10.2991880769659
"AHRF_HOSP_TEACHING_countylevel","5. healthcare context",10.2964075186297
"AHRF_HOSP_TELE_ICU_RATE_countylevel","5. healthcare context",77.9918807696586
"AHRF_HOSP_TELE_STROKE_RATE_countylevel","5. healthcare context",77.9918807696586
"AHRF_HPSA_DENTIST_countylevel","5. healthcare context",10.3436770103437
"AHRF_HPSA_MENTAL_countylevel","5. healthcare context",10.3436770103437
"AHRF_HPSA_PRIM_countylevel","5. healthcare context",10.3436770103437
"AHRF_IP_DAY_NH_HOSP_RATE_countylevel","5. healthcare context",0.00278055833611389
"AHRF_IP_DAY_STNG_LT_RATE_countylevel","5. healthcare context",0.00278055833611389
"AHRF_IP_DAY_ST_G_HOSP_RATE_countylevel","5. healthcare context",0.00278055833611389
"AHRF_LOW_EDUC_USDA_countylevel","2. economic context",89.7035924813703
"AHRF_LOW_EMP_USDA_countylevel","2. economic context",89.7035924813703
"AHRF_LT_HOSP_RATE_countylevel","5. healthcare context",0.00278055833611389
"AHRF_MANF_DEP_USDA_countylevel","2. economic context",89.7035924813703
"AHRF_MARKET_ENROL_countylevel","5. healthcare context",56.6677788900011
"AHRF_MARKET_ENROL_150_countylevel","5. healthcare context",56.6677788900011
"AHRF_MARKET_ENROL_200_countylevel","5. healthcare context",56.6733400066733
"AHRF_MARKET_ENROL_250_countylevel","5. healthcare context",56.6872427983539
"AHRF_MARKET_ENROL_300_countylevel","5. healthcare context",56.8818818818819
"AHRF_MARKET_ENROL_400_countylevel","5. healthcare context",56.9680791903014
"AHRF_MARKET_ENROL_ACTIVE_countylevel","5. healthcare context",56.6705594483372
"AHRF_MARKET_ENROL_AUTO_countylevel","5. healthcare context",56.6705594483372
"AHRF_MARKET_ENROL_NEW_countylevel","5. healthcare context",56.6733400066733
"AHRF_MARKET_ENROL_NO_ASST_countylevel","5. healthcare context",89.2197753308864
"AHRF_MARKET_ENROL_OTHER_countylevel","5. healthcare context",89.2169947725503
"AHRF_MCR_BN_READM_RATE_countylevel","5. healthcare context",0.0166833500166834
"AHRF_MDS_RATE_countylevel","5. healthcare context",0.00278055833611389
"AHRF_MEDICAID_ELIG_countylevel","5. healthcare context",64.2503614725837
"AHRF_MEDICAID_FEMALE_ELIG_countylevel","5. healthcare context",64.2503614725837
"AHRF_MEDICAID_MALE_ELIG_countylevel","5. healthcare context",64.2503614725837
"AHRF_MEDSURGIC_BEDS_RATE_countylevel","5. healthcare context",10.2991880769659
"AHRF_MEDSURGIC_HOSP_RATE_countylevel","5. healthcare context",10.2991880769659
"AHRF_MED_SPEC_RATE_countylevel","5. healthcare context",0.00278055833611389
"AHRF_MINE_DEP_USDA_countylevel","2. economic context",89.7035924813703
"AHRF_NEONATALIC_BEDS_RATE_countylevel","5. healthcare context",10.2991880769659
"AHRF_NEONATALIC_HOSP_RATE_countylevel","5. healthcare context",10.2991880769659
"AHRF_NEUROLOGICAL_SURG_RATE_countylevel","5. healthcare context",0.00278055833611389
"AHRF_NHSC_ACTIVE_RATE_countylevel","5. healthcare context",56.495384273162
"AHRF_NHSC_FTE_PROV_RATE_countylevel","5. healthcare context",35.7635413190969
"AHRF_NH_BED_STNGH_RATE_countylevel","5. healthcare context",0.00278055833611389
"AHRF_NONSP_DEP_USDA_countylevel","2. economic context",89.7035924813703
"AHRF_NURSE_ANESTH_RATE_countylevel","5. healthcare context",0.00556111667222778
"AHRF_NURSE_MIDWIVES_RATE_countylevel","5. healthcare context",0.00556111667222778
"AHRF_NURSE_PRACT_RATE_countylevel","5. healthcare context",0.00556111667222778
"AHRF_OB_GYN_RATE_countylevel","5. healthcare context",0.00278055833611389
"AHRF_OPHTHALMOLOGY_RATE_countylevel","5. healthcare context",0.00278055833611389
"AHRF_OPRT_ROOM_RATE_countylevel","5. healthcare context",0.00278055833611389
"AHRF_OP_VST_LT_ER_OP_RATE_countylevel","5. healthcare context",0.00278055833611389
"AHRF_OP_VST_ST_G_ER_OP_RATE_countylevel","5. healthcare context",0.00278055833611389
"AHRF_OP_VST_ST_G_OTHR_RATE_countylevel","5. healthcare context",0.00278055833611389
"AHRF_ORTH_SURG_RATE_countylevel","5. healthcare context",0.00278055833611389
"AHRF_OTHER_SPEC_RATE_countylevel","5. healthcare context",0.00278055833611389
"AHRF_OTOLARYNGOLOGY_RATE_countylevel","5. healthcare context",0.00278055833611389
"AHRF_PCT_GOOD_AQ_countylevel","4. physical infrastructure",34.4622400177956
"AHRF_PCT_PRESC_PEN_countylevel","5. healthcare context",0
"AHRF_PEDIATRICS_RATE_countylevel","5. healthcare context",0.00278055833611389
"AHRF_PER_CHLD_POV_USDA_countylevel","2. economic context",89.7035924813703
"AHRF_PER_POV_USDA_countylevel","2. economic context",89.6563229896563
"AHRF_PHYSICIAN_ASSIST_RATE_countylevel","5. healthcare context",0.00556111667222778
"AHRF_PHYS_PRIMARY_RATE_countylevel","5. healthcare context",0.00278055833611389
"AHRF_PLASTIC_SURG_RATE_countylevel","5. healthcare context",0.00278055833611389
"AHRF_POP_LOSS_USDA_countylevel","2. economic context",89.7035924813703
"AHRF_PRESC_ENROLLMENT_countylevel","5. healthcare context",0
"AHRF_PREV_HOSP_RATE_countylevel","5. healthcare context",25.1862974085196
"AHRF_PSYCH_RATE_countylevel","5. healthcare context",0.00278055833611389
"AHRF_PULMONARY_SPEC_RATE_countylevel","5. healthcare context",0.00278055833611389
"AHRF_RADI_RATE_countylevel","5. healthcare context",0.00278055833611389
"AHRF_REC_USDA_countylevel","2. economic context",89.7035924813703
"AHRF_RET_DEST_USDA_countylevel","2. economic context",89.7035924813703
"AHRF_RURL_REFRRL_CNT_RATE_countylevel","5. healthcare context",10.2991880769659
"AHRF_ST_COMM_HOSP_RATE_countylevel","5. healthcare context",0.00278055833611389
"AHRF_ST_G_HOSP_BED_RATE_countylevel","5. healthcare context",0.00278055833611389
"AHRF_ST_G_HOSP_RATE_countylevel","5. healthcare context",0.00278055833611389
"AHRF_ST_N_G_HOSP_RATE_countylevel","5. healthcare context",0.00278055833611389
"AHRF_SURG_OPRN_IP_RATE_countylevel","5. healthcare context",0.00278055833611389
"AHRF_SURG_OPRN_OP_RATE_countylevel","5. healthcare context",0.00278055833611389
"AHRF_SURG_SPECS_RATE_countylevel","5. healthcare context",0.00278055833611389
"AHRF_THORACIC_SURG_RATE_countylevel","5. healthcare context",0.00278055833611389
"AHRF_TOT_ADV_NURSES_countylevel","5. healthcare context",0.00278055833611389
"AHRF_TOT_ALLERGY_IMM_countylevel","5. healthcare context",0
"AHRF_TOT_ANESTH_countylevel","5. healthcare context",0
"AHRF_TOT_ARBRNE_STNGLT_ISO_ROOM_countylevel","5. healthcare context",0
"AHRF_TOT_ARBRNE_ST_G_ISO_HOSPS_countylevel","5. healthcare context",10.2964075186297
"AHRF_TOT_ARBRNE_ST_G_ISO_ROOMS_countylevel","5. healthcare context",0
"AHRF_TOT_CARDIAC_IC_BEDS_countylevel","5. healthcare context",10.2964075186297
"AHRF_TOT_CARDIAC_IC_HOSP_countylevel","5. healthcare context",10.2964075186297
"AHRF_TOT_CARDIOVAS_SPEC_countylevel","5. healthcare context",0
"AHRF_TOT_CHLD_PSYCH_countylevel","5. healthcare context",0
"AHRF_TOT_CLIN_NURSE_SPEC_countylevel","5. healthcare context",0.00278055833611389
"AHRF_TOT_COLON_SRG_countylevel","5. healthcare context",0
"AHRF_TOT_COM_HEALTH_GRANT_countylevel","5. healthcare context",35.7635413190969
"AHRF_TOT_DENTISTS_countylevel","5. healthcare context",0.00278055833611389
"AHRF_TOT_DERMATOLOGY_countylevel","5. healthcare context",0
"AHRF_TOT_ER_MED_countylevel","5. healthcare context",0
"AHRF_TOT_ER_VST_ST_G_HOSP_countylevel","5. healthcare context",0
"AHRF_TOT_GASTROENTEROLOGY_countylevel","5. healthcare context",0
"AHRF_TOT_GENRL_SURG_countylevel","5. healthcare context",0
"AHRF_TOT_GEN_INTERNAL_MED_countylevel","5. healthcare context",0
"AHRF_TOT_GEN_PREV_countylevel","5. healthcare context",0
"AHRF_TOT_HOSPS_countylevel","5. healthcare context",0
"AHRF_TOT_HOSP_ADMISSIONS_countylevel","5. healthcare context",0
"AHRF_TOT_HOSP_BED_countylevel","5. healthcare context",0
"AHRF_TOT_HOSP_BEDS_LT_countylevel","5. healthcare context",0
"AHRF_TOT_HOSP_MOBILE_countylevel","5. healthcare context",10.2964075186297
"AHRF_TOT_HOSP_TELE_ICU_countylevel","5. healthcare context",77.9918807696586
"AHRF_TOT_HOSP_TELE_STROKE_countylevel","5. healthcare context",77.9918807696586
"AHRF_TOT_LT_HOSP_countylevel","5. healthcare context",0
"AHRF_TOT_MCR_BN_READM_countylevel","5. healthcare context",0.0166833500166834
"AHRF_TOT_MCR_IP_DAY_ST_G_countylevel","5. healthcare context",0
"AHRF_TOT_MDCD_IP_DAY_ST_G_countylevel","5. healthcare context",0
"AHRF_TOT_MDCR_FFS_ACT_COST_countylevel","5. healthcare context",0.00556111667222778
"AHRF_TOT_MDCR_FFS_STD_COST_countylevel","5. healthcare context",0.00556111667222778
"AHRF_TOT_MDS_countylevel","5. healthcare context",0
"AHRF_TOT_MEDSURGIC_BEDS_countylevel","5. healthcare context",10.2964075186297
"AHRF_TOT_MEDSURGIC_HOSP_countylevel","5. healthcare context",10.2964075186297
"AHRF_TOT_MED_SPEC_countylevel","5. healthcare context",0
"AHRF_TOT_NEONATALIC_BEDS_countylevel","5. healthcare context",10.2964075186297
"AHRF_TOT_NEONATALIC_HOSP_countylevel","5. healthcare context",10.2964075186297
"AHRF_TOT_NEUROLOGICAL_SURG_countylevel","5. healthcare context",0
"AHRF_TOT_NHSC_ACTIVE_countylevel","5. healthcare context",56.495384273162
"AHRF_TOT_NHSC_FTE_PROV_countylevel","5. healthcare context",35.7635413190969
"AHRF_TOT_NH_BED_STNGH_countylevel","5. healthcare context",0
"AHRF_TOT_NURSE_ANESTH_countylevel","5. healthcare context",0.00278055833611389
"AHRF_TOT_NURSE_MIDWIVES_countylevel","5. healthcare context",0.00278055833611389
"AHRF_TOT_NURSE_PRACT_countylevel","5. healthcare context",0.00278055833611389
"AHRF_TOT_N_ST_G_EXP_countylevel","5. healthcare context",0
"AHRF_TOT_N_ST_G_EXP_1000_countylevel","5. healthcare context",10.2964075186297
"AHRF_TOT_N_ST_G_PAYRLL_countylevel","5. healthcare context",0
"AHRF_TOT_N_ST_G_PAYRLL_1000_countylevel","5. healthcare context",0
"AHRF_TOT_OB_GYN_countylevel","5. healthcare context",0
"AHRF_TOT_OPHTHALMOLOGY_countylevel","5. healthcare context",0
"AHRF_TOT_OPRT_ROOM_countylevel","5. healthcare context",0
"AHRF_TOT_ORTH_SURG_countylevel","5. healthcare context",0
"AHRF_TOT_OTHER_SPEC_countylevel","5. healthcare context",0
"AHRF_TOT_OTOLARYNGOLOGY_countylevel","5. healthcare context",0
"AHRF_TOT_OUTPAT_VST_STNGH_countylevel","5. healthcare context",0
"AHRF_TOT_PEDIATRICS_countylevel","5. healthcare context",0
"AHRF_TOT_PHYSICIAN_ASSIST_countylevel","5. healthcare context",0.00278055833611389
"AHRF_TOT_PHYS_PRIMARY_countylevel","5. healthcare context",0
"AHRF_TOT_PLASTIC_SURG_countylevel","5. healthcare context",0
"AHRF_TOT_PSYCH_countylevel","5. healthcare context",0
"AHRF_TOT_PULMONARY_SPEC_countylevel","5. healthcare context",0
"AHRF_TOT_RADI_countylevel","5. healthcare context",0
"AHRF_TOT_RURL_REFRRL_CNT_countylevel","5. healthcare context",10.2964075186297
"AHRF_TOT_STNG_LT_HOSP_ADMS_countylevel","5. healthcare context",0
"AHRF_TOT_ST_COMM_HOSP_countylevel","5. healthcare context",0
"AHRF_TOT_ST_COMM_HOSP_ADMS_countylevel","5. healthcare context",0
"AHRF_TOT_ST_G_HOSP_countylevel","5. healthcare context",0
"AHRF_TOT_ST_G_HOSP_ADMS_countylevel","5. healthcare context",0
"AHRF_TOT_ST_G_HOSP_BED_countylevel","5. healthcare context",0
"AHRF_TOT_ST_N_G_HOSP_countylevel","5. healthcare context",0
"AHRF_TOT_SURG_SPECS_countylevel","5. healthcare context",0
"AHRF_TOT_THORACIC_SURG_countylevel","5. healthcare context",0
"AHRF_TOT_UROL_countylevel","5. healthcare context",0
"AHRF_TXC_SITE_CNTRL_countylevel","4. physical infrastructure",46.7217217217217
"AHRF_TXC_SITE_NO_CNTRL_countylevel","4. physical infrastructure",46.7217217217217
"AHRF_TXC_SITE_NO_DATA_countylevel","4. physical infrastructure",57.3073073073073
"AHRF_UNEMPLOYED_RATE_countylevel","2. economic context",0.00278055833611389
"AHRF_UROL_RATE_countylevel","5. healthcare context",0.00278055833611389
"AHRF_USDA_RUCC_2013_countylevel","6. geography",0.00278055833611389
"AHRF_VET_countylevel","1. social context",0.00834167500834168
"AHRF_VET_FEMALE_countylevel","1. social context",0.00834167500834168
"AHRF_VET_MALE_countylevel","1. social context",0.00834167500834168
"AMFAR_AMATFAC_RATE_countylevel","5. healthcare context",35.7635413190969
"AMFAR_AVG_DISTMAT_countylevel","5. healthcare context",89.2225558892225
"AMFAR_AVG_DISTSSP_countylevel","5. healthcare context",88.769324880436
"AMFAR_HCVTFAC_RATE_countylevel","5. healthcare context",66.7917917917918
"AMFAR_HIVHCVTFAC_RATE_countylevel","5. healthcare context",66.7917917917918
"AMFAR_HIVTFAC_RATE_countylevel","5. healthcare context",66.7917917917918
"AMFAR_MEDAMATFAC_RATE_countylevel","5. healthcare context",35.7635413190969
"AMFAR_MEDHCVTFAC_RATE_countylevel","5. healthcare context",66.7917917917918
"AMFAR_MEDHIVHCVTFAC_RATE_countylevel","5. healthcare context",66.7917917917918
"AMFAR_MEDHIVTFAC_RATE_countylevel","5. healthcare context",66.7917917917918
"AMFAR_MEDMHFAC_RATE_countylevel","5. healthcare context",50.4337671004338
"AMFAR_MEDSAFAC_RATE_countylevel","5. healthcare context",0.00278055833611389
"AMFAR_MHFAC_RATE_countylevel","5. healthcare context",50.3698142587032
"AMFAR_MME_PER_CAPITA_countylevel","5. healthcare context",75.7007007007007
"AMFAR_OPIOIDRX_RATE_countylevel","5. healthcare context",11.5810254699144
"AMFAR_PCT_DRUGDEP_ABOVE12_countylevel","5. healthcare context",89.6563229896563
"AMFAR_PCT_NONMEDPAIN_ABOVE12_countylevel","5. healthcare context",89.6563229896563
"AMFAR_RWFAC_RATE_countylevel","5. healthcare context",88.769324880436
"AMFAR_TOT_AMATFAC_countylevel","5. healthcare context",35.7635413190969
"AMFAR_TOT_HCVTFAC_countylevel","5. healthcare context",66.7917917917918
"AMFAR_TOT_HIVHCVTFAC_countylevel","5. healthcare context",66.7917917917918
"AMFAR_TOT_HIVTFAC_countylevel","5. healthcare context",66.7917917917918
"AMFAR_TOT_MEDAMATFAC_countylevel","5. healthcare context",35.7635413190969
"AMFAR_TOT_MEDHCVTFAC_countylevel","5. healthcare context",66.7917917917918
"AMFAR_TOT_MEDHIVHCVTFAC_countylevel","5. healthcare context",66.7917917917918
"AMFAR_TOT_MEDHIVTFAC_countylevel","5. healthcare context",66.7917917917918
"AMFAR_TOT_MEDMHFAC_countylevel","5. healthcare context",50.4337671004338
"AMFAR_TOT_MEDSAFAC_countylevel","5. healthcare context",0.00278055833611389
"AMFAR_TOT_MHFAC_countylevel","5. healthcare context",50.3698142587032
"AMFAR_TOT_RWFAC_countylevel","5. healthcare context",88.769324880436
"CAF_ADJ_COUNTY_1_countylevel","6. geography",0.00278055833611389
"CAF_ADJ_COUNTY_10_countylevel","6. geography",73.7404070737404
"CAF_ADJ_COUNTY_11_countylevel","6. geography",99.9916583249917
"CAF_ADJ_COUNTY_12_countylevel","6. geography",100
"CAF_ADJ_COUNTY_13_countylevel","6. geography",100
"CAF_ADJ_COUNTY_14_countylevel","6. geography",100
"CAF_ADJ_COUNTY_2_countylevel","6. geography",0.00556111667222778
"CAF_ADJ_COUNTY_3_countylevel","6. geography",0.0528306083861639
"CAF_ADJ_COUNTY_4_countylevel","6. geography",0.430986542097653
"CAF_ADJ_COUNTY_5_countylevel","6. geography",4.41274607941275
"CAF_ADJ_COUNTY_6_countylevel","6. geography",41.7111556000445
"CAF_ADJ_COUNTY_7_countylevel","6. geography",56.3646980313647
"CAF_ADJ_COUNTY_8_countylevel","6. geography",63.1548214881548
"CAF_ADJ_COUNTY_9_countylevel","6. geography",73.1147814481148
"CCBP_ANNUAL_TOT_POP_countylevel","1. social context",0.00834167500834168
"CCBP_BWLSTORES_RATE_countylevel","4. physical infrastructure",4.99666332999666
"CCBP_CFS_RATE_countylevel","4. physical infrastructure",25.8675342008675
"CCBP_CHILD_RATE_countylevel","4. physical infrastructure",1.14280947614281
"CCBP_CHS_RATE_countylevel","4. physical infrastructure",23.5374263152041
"CCBP_CS_RATE_countylevel","4. physical infrastructure",0.05005005005005
"CCBP_EORS_RATE_countylevel","4. physical infrastructure",35.01001001001
"CCBP_FCRSC_RATE_countylevel","4. physical infrastructure",5.63897230563897
"CCBP_FF_RATE_countylevel","4. physical infrastructure",0.175175175175175
"CCBP_FSR_RATE_countylevel","4. physical infrastructure",0.383717050383717
"CCBP_GAMBLING_RATE_countylevel","4. physical infrastructure",49.2826159492826
"CCBP_HOME_RATE_countylevel","4. physical infrastructure",4.12078745412079
"CCBP_LAB_RATE_countylevel","4. physical infrastructure",10.7329551773996
"CCBP_LARGE_INDUSTRY_countylevel","4. physical infrastructure",0.0111222333444556
"CCBP_PCT_HEALTH_EMPLOYMENT_countylevel","4. physical infrastructure",0.077855633411189
"CCBP_PHYS_RATE_countylevel","4. physical infrastructure",0.767434100767434
"CCBP_RET_RATE_countylevel","4. physical infrastructure",5.88366143921699
"CCBP_SA_RATE_countylevel","4. physical infrastructure",0.0389278167055945
"CCBP_SFS_RATE_countylevel","4. physical infrastructure",13.2882882882883
"CCBP_SHELTERS_RATE_countylevel","4. physical infrastructure",22.7199421643866
"CCBP_SOGS_RATE_countylevel","4. physical infrastructure",0.811923034145256
"CCD_FED_REVENUE_CNA_countylevel","3. education",0.0305861416972528
"CCD_LOCAL_REVENUE_LUNCH_countylevel","3. education",0.0305861416972528
"CCD_STATE_REVENUE_LUNCH_countylevel","3. education",0.0305861416972528
"CCD_TOT_EXPENDITURE_countylevel","3. education",0.0305861416972528
"CCD_TOT_FED_REVENUE_countylevel","3. education",0.0305861416972528
"CCD_TOT_LOCAL_REVENUE_countylevel","3. education",0.0305861416972528
"CCD_TOT_REVENUE_countylevel","3. education",0.0305861416972528
"CCD_TOT_STATE_REVENUE_countylevel","3. education",0.0305861416972528
"CCD_TOT_STUDENTS_countylevel","3. education",0.0139027916805695
"CDCAP_CHLAMYDIA_RATE_countylevel","5. healthcare context",0.00278055833611389
"CDCAP_GONORRHEA_RATE_countylevel","5. healthcare context",0.00278055833611389
"CDCAP_HIVDIAG_AIAN_RATE_ABOVE13_countylevel","5. healthcare context",73.0758536314092
"CDCAP_HIVDIAG_ASN_RATE_ABOVE13_countylevel","5. healthcare context",20.2758313869425
"CDCAP_HIVDIAG_BLK_RATE_ABOVE13_countylevel","5. healthcare context",2.07429651874096
"CDCAP_HIVDIAG_F_RATE_ABOVE13_countylevel","5. healthcare context",1.88521855188522
"CDCAP_HIVDIAG_HIS_RATE_ABOVE13_countylevel","5. healthcare context",7.71326882437994
"CDCAP_HIVDIAG_MTR_RATE_ABOVE13_countylevel","5. healthcare context",10.1851851851852
"CDCAP_HIVDIAG_M_RATE_ABOVE13_countylevel","5. healthcare context",1.88521855188522
"CDCAP_HIVDIAG_NHPI_RATE_ABOVE13_countylevel","5. healthcare context",87.8962295628962
"CDCAP_HIVDIAG_RATE_ABOVE13_countylevel","5. healthcare context",0.1001001001001
"CDCAP_HIVDIAG_WHT_RATE_ABOVE13_countylevel","5. healthcare context",2.33566900233567
"CDCAP_HIV_RATE_ABOVE13_countylevel","5. healthcare context",9.24535646757869
"CDCAP_SYPHILIS_RATE_countylevel","5. healthcare context",0.00278055833611389
"CDCAP_TUBERCULOSIS_RATE_countylevel","5. healthcare context",33.4250917584251
"CDCA_BLOOD_HOSP_RATE_ABOVE65_countylevel","5. healthcare context",0
"CDCA_HEART_DTH_RATE_ABOVE35_countylevel","5. healthcare context",0.00278055833611389
"CDCA_HEART_HOSP_RATE_ABOVE65_countylevel","5. healthcare context",0
"CDCA_PREV_DTH_BLACK_RATE_BELOW74_countylevel","5. healthcare context",0.859192525859193
"CDCA_PREV_DTH_HISP_RATE_BELOW74_countylevel","5. healthcare context",9.42887331776221
"CDCA_PREV_DTH_RATE_BELOW74_countylevel","5. healthcare context",0.00556111667222778
"CDCA_PREV_DTH_WHITE_RATE_BELOW74_countylevel","5. healthcare context",0.00834167500834168
"CDCA_STROKE_DTH_RATE_ABOVE35_countylevel","5. healthcare context",0.00278055833611389
"CDCA_STROKE_HOSP_RATE_ABOVE65_countylevel","5. healthcare context",0
"CDCP_ARTHRITIS_ADULT_A_countylevel","5. healthcare context",88.7721054387721
"CDCP_ARTHRITIS_ADULT_C_countylevel","5. healthcare context",88.7721054387721
"CDCP_ASTHMA_ADULT_A_countylevel","5. healthcare context",88.7721054387721
"CDCP_ASTHMA_ADULT_C_countylevel","5. healthcare context",88.7721054387721
"CDCP_BLOOD_MED_ADULT_A_countylevel","5. healthcare context",89.2225558892225
"CDCP_BLOOD_MED_ADULT_C_countylevel","5. healthcare context",89.2225558892225
"CDCP_CERVCAN_SCR_F21_65_A_countylevel","5. healthcare context",88.7721054387721
"CDCP_CERVCAN_SCR_F21_65_C_countylevel","5. healthcare context",88.7721054387721
"CDCP_CHOLES_ADULT_A_countylevel","5. healthcare context",89.2225558892225
"CDCP_CHOLES_ADULT_C_countylevel","5. healthcare context",89.2225558892225
"CDCP_CHOLES_SCR_ADULT_A_countylevel","5. healthcare context",89.2225558892225
"CDCP_CHOLES_SCR_ADULT_C_countylevel","5. healthcare context",89.2225558892225
"CDCP_DENTIST_VISIT_ADULT_A_countylevel","5. healthcare context",88.7721054387721
"CDCP_DENTIST_VISIT_ADULT_C_countylevel","5. healthcare context",88.7721054387721
"CDCP_DOCTOR_VISIT_ADULT_A_countylevel","5. healthcare context",88.7721054387721
"CDCP_DOCTOR_VISIT_ADULT_C_countylevel","5. healthcare context",88.7721054387721
"CDCP_FOBT_SIG_COL_50_75_A_countylevel","5. healthcare context",88.7721054387721
"CDCP_FOBT_SIG_COL_50_75_C_countylevel","5. healthcare context",88.7721054387721
"CDCP_KIDNEY_DISEASE_ADULT_A_countylevel","5. healthcare context",88.7721054387721
"CDCP_KIDNEY_DISEASE_ADULT_C_countylevel","5. healthcare context",88.7721054387721
"CDCP_MAMMO_SCR_F50_74_A_countylevel","5. healthcare context",88.7721054387721
"CDCP_MAMMO_SCR_F50_74_C_countylevel","5. healthcare context",88.7721054387721
"CDCP_NO_PHY_ACTV_ADULT_A_countylevel","5. healthcare context",88.7721054387721
"CDCP_NO_PHY_ACTV_ADULT_C_countylevel","5. healthcare context",88.7721054387721
"CDCP_NO_TEETH_65_ABOVE_A_countylevel","5. healthcare context",88.7721054387721
"CDCP_NO_TEETH_65_ABOVE_C_countylevel","5. healthcare context",88.7721054387721
"CDCP_PREV_SERV_F65_ABOVE_A_countylevel","5. healthcare context",88.7721054387721
"CDCP_PREV_SERV_F65_ABOVE_C_countylevel","5. healthcare context",88.7721054387721
"CDCP_PREV_SERV_M65_ABOVE_A_countylevel","5. healthcare context",88.7721054387721
"CDCP_PREV_SERV_M65_ABOVE_C_countylevel","5. healthcare context",88.7721054387721
"CDCP_PULMONARY_ADULT_A_countylevel","5. healthcare context",88.7721054387721
"CDCP_PULMONARY_ADULT_C_countylevel","5. healthcare context",88.7721054387721
"CDCP_SLEEP_LESS7HR_ADULT_A_countylevel","5. healthcare context",88.7721054387721
"CDCP_SLEEP_LESS7HR_ADULT_C_countylevel","5. healthcare context",88.7721054387721
"CDCSVI_RPL_THEME1_SOCIECO_countylevel","1. social context",53.1336892448004
"CDCSVI_RPL_THEME2_HH_COMP_countylevel","1. social context",53.1336892448004
"CDCSVI_RPL_THEME3_MINO_countylevel","1. social context",53.1336892448004
"CDCSVI_RPL_THEME4_HH_TRANS_countylevel","1. social context",53.1336892448004
"CDCSVI_RPL_THEMES_ALL_countylevel","1. social context",53.1336892448004
"CDCW_ASSAULT_DTH_RATE_countylevel","5. healthcare context",9.08130352574797
"CDCW_DRUG_DTH_RATE_countylevel","5. healthcare context",3.3422311200089
"CDCW_INJURY_DTH_RATE_countylevel","5. healthcare context",0.0528306083861639
"CDCW_MATERNAL_DTH_RATE_countylevel","5. healthcare context",35.4298743187632
"CDCW_OPIOID_DTH_RATE_countylevel","5. healthcare context",7.63541319096875
"CDCW_SELFHARM_DTH_RATE_countylevel","5. healthcare context",1.91302413524636
"CDCW_TOT_POPULATION_countylevel","5. healthcare context",0.00834167500834168
"CDCW_TRANSPORT_DTH_RATE_countylevel","5. healthcare context",0.467133800467134
"CDC_USCS_AGE_ADJ_INC_RATE_countylevel","5. healthcare context",56.517628739851
"CDC_USCS_AGE_ADJ_MORT_RATE_countylevel","5. healthcare context",56.5009453898343
"CDC_USCS_TOT_INC_COUNT_countylevel","5. healthcare context",56.517628739851
"CDC_USCS_TOT_MORT_COUNT_countylevel","5. healthcare context",56.5009453898343
"CEN_AIAN_NH_IND_countylevel","6. geography",21.6661105549994
"CEN_AREALAND_SQM_COUNTY_countylevel","6. geography",0.00278055833611389
"CEN_POPDENSITY_COUNTY_countylevel","6. geography",0.00278055833611389
"CHR_AVG_LIFE_EXPEC_countylevel","5. healthcare context",77.9974418863308
"CHR_CHILD_DEATH_RATE_countylevel","5. healthcare context",23.9211433655878
"CHR_FIREARM_DEATH_RATE_countylevel","4. physical infrastructure",57.2099877655433
"CHR_INFANT_DEATH_RATE_countylevel","5. healthcare context",80.1607162718274
"CHR_MENTAL_PROV_RATE_countylevel","5. healthcare context",57.0653987320654
"CHR_PCT_ADULT_OBESITY_countylevel","5. healthcare context",11.2362362362362
"CHR_PCT_ALCOHOL_DRIV_DEATH_countylevel","5. healthcare context",25.1862974085196
"CHR_PCT_DIABETES_countylevel","5. healthcare context",11.2362362362362
"CHR_PCT_EXCESS_DRINK_countylevel","5. healthcare context",46.1572683794906
"CHR_PCT_FOOD_countylevel","4. physical infrastructure",14.1057724391058
"CHR_PCT_LOW_BIRTH_WT_countylevel","5. healthcare context",10.3047491936381
"CHR_PCT_MENTAL_DISTRESS_countylevel","5. healthcare context",46.1572683794906
"CHR_PCT_PHYSICAL_DISTRESS_countylevel","5. healthcare context",46.1572683794906
"CHR_PCT_PHYS_INACTIVITY_countylevel","5. healthcare context",11.2362362362362
"CHR_PCT_POOR_HEALTH_countylevel","5. healthcare context",46.1572683794906
"CHR_PCT_SMOKING_countylevel","5. healthcare context",46.1572683794906
"CHR_PREMAT_DEATH_RATE_countylevel","5. healthcare context",21.4297630964298
"CHR_SEGREG_BLACK_countylevel","1. social context",46.5493271048827
"CHR_SEGREG_NON_WHITE_countylevel","1. social context",46.2017573128684
"CHR_TEEN_BIRTH_RATE_15_19_countylevel","5. healthcare context",10.3047491936381
"CHR_TOT_MENTAL_PROV_countylevel","5. healthcare context",56.5009453898343
"CHR_TOT_POPULATION_countylevel","5. healthcare context",56.5009453898343
"CHR_VIOLENT_CRIME_RATE_countylevel","5. healthcare context",53.1531531531532
"COUNTY","6. geography",0
"COUNTYFIPS","6. geography",0
"CRDC_PCT_APEXAM_ONEORMORE_countylevel","3. education",67.7927927927928
